date,url
2010-09-10,http://download.terna.it/terna/0000/0573/16.xls
2010-09-11,http://download.terna.it/terna/0000/0573/17.xls
2010-09-12,http://download.terna.it/terna/0000/0573/19.xls
2010-09-13,http://download.terna.it/terna/0000/0573/22.xls
2010-09-14,http://download.terna.it/terna/0000/0573/24.xls
2010-09-15,http://download.terna.it/terna/0000/0573/26.xls
2010-09-16,http://download.terna.it/terna/0000/0573/28.xls
2010-09-17,http://download.terna.it/terna/0000/0573/29.xls
2010-09-18,http://download.terna.it/terna/0000/0573/31.xls
2010-09-19,http://download.terna.it/terna/0000/0573/34.xls
2010-09-20,http://download.terna.it/terna/0000/0573/36.xls
2010-09-21,http://download.terna.it/terna/0000/0573/38.xls
2010-09-22,http://download.terna.it/terna/0000/0573/40.xls
2010-09-23,http://download.terna.it/terna/0000/0573/42.xls
2010-09-24,http://download.terna.it/terna/0000/0573/44.xls
2010-09-25,http://download.terna.it/terna/0000/0573/45.xls
2010-09-26,http://download.terna.it/terna/0000/0573/47.xls
2010-09-27,http://download.terna.it/terna/0000/0573/50.xls
2010-09-28,http://download.terna.it/terna/0000/0573/52.xls
2010-09-29,http://download.terna.it/terna/0000/0573/54.xls
2010-09-30,http://download.terna.it/terna/0000/0573/56.xls
2010-10-01,http://download.terna.it/terna/0000/0573/58.xls
2010-10-02,http://download.terna.it/terna/0000/0573/60.xls
2010-10-03,http://download.terna.it/terna/0000/0573/62.xls
2010-10-04,http://download.terna.it/terna/0000/0573/64.xls
2010-10-05,http://download.terna.it/terna/0000/0573/65.xls
2010-10-06,http://download.terna.it/terna/0000/0573/67.xls
2010-10-07,http://download.terna.it/terna/0000/0573/68.xls
2010-10-08,http://download.terna.it/terna/0000/0573/70.xls
2010-10-09,http://download.terna.it/terna/0000/0573/72.xls
2010-10-10,http://download.terna.it/terna/0000/0573/75.xls
2010-10-11,http://download.terna.it/terna/0000/0573/77.xls
2010-10-12,http://download.terna.it/terna/0000/0573/79.xls
2010-10-13,http://download.terna.it/terna/0000/0573/81.xls
2010-10-14,http://download.terna.it/terna/0000/0573/83.xls
2010-10-15,http://download.terna.it/terna/0000/0573/84.xls
2010-10-16,http://download.terna.it/terna/0000/0573/87.xls
2010-10-17,http://download.terna.it/terna/0000/0573/89.xls
2010-10-18,http://download.terna.it/terna/0000/0573/90.xls
2010-10-19,http://download.terna.it/terna/0000/0573/93.xls
2010-10-20,http://download.terna.it/terna/0000/0573/95.xls
2010-10-21,http://download.terna.it/terna/0000/0573/97.xls
2010-10-22,http://download.terna.it/terna/0000/0573/99.xls
2010-10-23,http://download.terna.it/terna/0000/0574/01.xls
2010-10-24,http://download.terna.it/terna/0000/0574/02.xls
2010-10-25,http://download.terna.it/terna/0000/0574/04.xls
2010-10-26,http://download.terna.it/terna/0000/0574/06.xls
2010-10-27,http://download.terna.it/terna/0000/0574/09.xls
2010-10-28,http://download.terna.it/terna/0000/0574/11.xls
2010-10-29,http://download.terna.it/terna/0000/0574/13.xls
2010-10-30,http://download.terna.it/terna/0000/0574/15.xls
2010-10-31,http://download.terna.it/terna/0000/0574/16.xls
2010-11-01,http://download.terna.it/terna/0000/0574/19.xls
2010-11-02,http://download.terna.it/terna/0000/0574/20.xls
2010-11-03,http://download.terna.it/terna/0000/0574/23.xls
2010-11-04,http://download.terna.it/terna/0000/0574/24.xls
2010-11-05,http://download.terna.it/terna/0000/0574/27.xls
2010-11-06,http://download.terna.it/terna/0000/0574/28.xls
2010-11-07,http://download.terna.it/terna/0000/0574/31.xls
2010-11-08,http://download.terna.it/terna/0000/0574/32.xls
2010-11-09,http://download.terna.it/terna/0000/0574/34.xls
2010-11-10,http://download.terna.it/terna/0000/0574/36.xls
2010-11-11,http://download.terna.it/terna/0000/0574/38.xls
2010-11-12,http://download.terna.it/terna/0000/0574/40.xls
2010-11-13,http://download.terna.it/terna/0000/0574/41.xls
2010-11-14,http://download.terna.it/terna/0000/0574/44.xls
2010-11-15,http://download.terna.it/terna/0000/0574/46.xls
2010-11-16,http://download.terna.it/terna/0000/0574/48.xls
2010-11-17,http://download.terna.it/terna/0000/0574/50.xls
2010-11-18,http://download.terna.it/terna/0000/0574/52.xls
2010-11-19,http://download.terna.it/terna/0000/0574/54.xls
2010-11-20,http://download.terna.it/terna/0000/0574/56.xls
2010-11-21,http://download.terna.it/terna/0000/0574/58.xls
2010-11-22,http://download.terna.it/terna/0000/0574/59.xls
2010-11-23,http://download.terna.it/terna/0000/0574/61.xls
2010-11-24,http://download.terna.it/terna/0000/0574/64.xls
2010-11-25,http://download.terna.it/terna/0000/0574/66.xls
2010-11-26,http://download.terna.it/terna/0000/0574/68.xls
2010-11-27,http://download.terna.it/terna/0000/0574/70.xls
2010-11-28,http://download.terna.it/terna/0000/0574/72.xls
2010-11-29,http://download.terna.it/terna/0000/0574/74.xls
2010-11-30,http://download.terna.it/terna/0000/0574/75.xls
2010-12-01,http://download.terna.it/terna/0000/0574/78.xls
2010-12-02,http://download.terna.it/terna/0000/0574/80.xls
2010-12-03,http://download.terna.it/terna/0000/0574/82.xls
2010-12-04,http://download.terna.it/terna/0000/0574/84.xls
2010-12-05,http://download.terna.it/terna/0000/0574/85.xls
2010-12-06,http://download.terna.it/terna/0000/0574/88.xls
2010-12-07,http://download.terna.it/terna/0000/0574/89.xls
2010-12-08,http://download.terna.it/terna/0000/0574/92.xls
2010-12-09,http://download.terna.it/terna/0000/0574/94.xls
2010-12-10,http://download.terna.it/terna/0000/0574/95.xls
2010-12-11,http://download.terna.it/terna/0000/0574/98.xls
2010-12-12,http://download.terna.it/terna/0000/0574/99.xls
2010-12-13,http://download.terna.it/terna/0000/0575/01.xls
2010-12-14,http://download.terna.it/terna/0000/0575/04.xls
2010-12-15,http://download.terna.it/terna/0000/0575/05.xls
2010-12-16,http://download.terna.it/terna/0000/0575/08.xls
2010-12-17,http://download.terna.it/terna/0000/0575/10.xls
2010-12-18,http://download.terna.it/terna/0000/0575/12.xls
2010-12-19,http://download.terna.it/terna/0000/0575/14.xls
2010-12-20,http://download.terna.it/terna/0000/0575/16.xls
2010-12-21,http://download.terna.it/terna/0000/0575/18.xls
2010-12-22,http://download.terna.it/terna/0000/0575/19.xls
2010-12-23,http://download.terna.it/terna/0000/0575/21.xls
2010-12-24,http://download.terna.it/terna/0000/0575/24.xls
2010-12-25,http://download.terna.it/terna/0000/0575/25.xls
2010-12-26,http://download.terna.it/terna/0000/0575/27.xls
2010-12-27,http://download.terna.it/terna/0000/0575/30.xls
2010-12-28,http://download.terna.it/terna/0000/0575/32.xls
2010-12-29,http://download.terna.it/terna/0000/0575/34.xls
2010-12-30,
2010-12-31,http://download.terna.it/terna/0000/0575/35.xls
2011-01-01,http://download.terna.it/terna/0000/0575/38.xls
2011-01-02,http://download.terna.it/terna/0000/0575/40.xls
2011-01-03,http://download.terna.it/terna/0000/0575/42.xls
2011-01-04,http://download.terna.it/terna/0000/0575/43.xls
2011-01-05,http://download.terna.it/terna/0000/0575/46.xls
2011-01-06,http://download.terna.it/terna/0000/0575/47.xls
2011-01-07,http://download.terna.it/terna/0000/0575/49.xls
2011-01-08,http://download.terna.it/terna/0000/0575/51.xls
2011-01-09,http://download.terna.it/terna/0000/0575/54.xls
2011-01-10,http://download.terna.it/terna/0000/0575/56.xls
2011-01-11,http://download.terna.it/terna/0000/0575/57.xls
2011-01-12,http://download.terna.it/terna/0000/0575/60.xls
2011-01-13,http://download.terna.it/terna/0000/0575/62.xls
2011-01-14,http://download.terna.it/terna/0000/0575/63.xls
2011-01-15,http://download.terna.it/terna/0000/0575/66.xls
2011-01-16,http://download.terna.it/terna/0000/0575/67.xls
2011-01-17,http://download.terna.it/terna/0000/0575/69.xls
2011-01-18,http://download.terna.it/terna/0000/0575/71.xls
2011-01-19,http://download.terna.it/terna/0000/0575/73.xls
2011-01-20,http://download.terna.it/terna/0000/0575/75.xls
2011-01-21,http://download.terna.it/terna/0000/0575/77.xls
2011-01-22,http://download.terna.it/terna/0000/0575/79.xls
2011-01-23,http://download.terna.it/terna/0000/0575/80.xls
2011-01-24,http://download.terna.it/terna/0000/0575/83.xls
2011-01-25,http://download.terna.it/terna/0000/0575/85.xls
2011-01-26,http://download.terna.it/terna/0000/0575/87.xls
2011-01-27,
2011-01-28,
2011-01-29,
2011-01-30,
2011-01-31,
2011-02-01,
2011-02-02,
2011-02-03,
2011-02-04,
2011-02-05,
2011-02-06,
2011-02-07,
2011-02-08,
2011-02-09,
2011-02-10,
2011-02-11,
2011-02-12,
2011-02-13,
2011-02-14,
2011-02-15,
2011-02-16,
2011-02-17,
2011-02-18,
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,
2011-02-23,
2011-02-24,
2011-02-25,
2011-02-26,
2011-02-27,
2011-02-28,
2011-03-01,
2011-03-02,
2011-03-03,
2011-03-04,
2011-03-05,
2011-03-06,
2011-03-07,
2011-03-08,
2011-03-09,
2011-03-10,
2011-03-11,
2011-03-12,
2011-03-13,
2011-03-14,
2011-03-15,
2011-03-16,
2011-03-17,
2011-03-18,
2011-03-19,
2011-03-20,
2011-03-21,
2011-03-22,
2011-03-23,
2011-03-24,
2011-03-25,
2011-03-26,
2011-03-27,
2011-03-28,
2011-03-29,
2011-03-30,
2011-03-31,
2011-04-01,
2011-04-02,
2011-04-03,
2011-04-04,
2011-04-05,
2011-04-06,
2011-04-07,
2011-04-08,
2011-04-09,
2011-04-10,
2011-04-11,
2011-04-12,
2011-04-13,
2011-04-14,
2011-04-15,
2011-04-16,
2011-04-17,
2011-04-18,
2011-04-19,
2011-04-20,
2011-04-21,
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,
2011-04-26,
2011-04-27,
2011-04-28,
2011-04-29,
2011-04-30,
2011-05-01,
2011-05-02,
2011-05-03,
2011-05-04,
2011-05-05,
2011-05-06,
2011-05-07,
2011-05-08,
2011-05-09,
2011-05-10,
2011-05-11,
2011-05-12,
2011-05-13,
2011-05-14,
2011-05-15,
2011-05-16,
2011-05-17,
2011-05-18,
2011-05-19,
2011-05-20,
2011-05-21,
2011-05-22,
2011-05-23,
2011-05-24,
2011-05-25,
2011-05-26,
2011-05-27,
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,
2011-06-01,
2011-06-02,
2011-06-03,
2011-06-04,
2011-06-05,
2011-06-06,
2011-06-07,
2011-06-08,
2011-06-09,
2011-06-10,
2011-06-11,
2011-06-12,
2011-06-13,
2011-06-14,
2011-06-15,
2011-06-16,
2011-06-17,
2011-06-18,
2011-06-19,
2011-06-20,
2011-06-21,
2011-06-22,
2011-06-23,
2011-06-24,
2011-06-25,
2011-06-26,
2011-06-27,
2011-06-28,
2011-06-29,
2011-06-30,
2011-07-01,
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,
2011-07-06,
2011-07-07,
2011-07-08,
2011-07-09,
2011-07-10,
2011-07-11,
2011-07-12,
2011-07-13,
2011-07-14,
2011-07-15,
2011-07-16,
2011-07-17,
2011-07-18,
2011-07-19,
2011-07-20,
2011-07-21,
2011-07-22,
2011-07-23,
2011-07-24,
2011-07-25,
2011-07-26,
2011-07-27,
2011-07-28,
2011-07-29,
2011-07-30,
2011-07-31,
2011-08-01,
2011-08-02,
2011-08-03,
2011-08-04,
2011-08-05,
2011-08-06,
2011-08-07,
2011-08-08,
2011-08-09,
2011-08-10,
2011-08-11,
2011-08-12,
2011-08-13,
2011-08-14,
2011-08-15,
2011-08-16,
2011-08-17,
2011-08-18,
2011-08-19,
2011-08-20,
2011-08-21,
2011-08-22,
2011-08-23,
2011-08-24,
2011-08-25,
2011-08-26,
2011-08-27,
2011-08-28,
2011-08-29,
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,
2011-09-07,
2011-09-08,
2011-09-09,
2011-09-10,
2011-09-11,
2011-09-12,
2011-09-13,
2011-09-14,
2011-09-15,
2011-09-16,
2011-09-17,
2011-09-18,
2011-09-19,
2011-09-20,
2011-09-21,
2011-09-22,
2011-09-23,
2011-09-24,
2011-09-25,
2011-09-26,
2011-09-27,
2011-09-28,
2011-09-29,
2011-09-30,
2011-10-01,
2011-10-02,
2011-10-03,
2011-10-04,
2011-10-05,
2011-10-06,
2011-10-07,
2011-10-08,
2011-10-09,
2011-10-10,
2011-10-11,
2011-10-12,
2011-10-13,
2011-10-14,
2011-10-15,
2011-10-16,
2011-10-17,
2011-10-18,
2011-10-19,
2011-10-20,
2011-10-21,
2011-10-22,
2011-10-23,
2011-10-24,
2011-10-25,
2011-10-26,
2011-10-27,
2011-10-28,
2011-10-29,
2011-10-30,
2011-10-31,
2011-11-01,
2011-11-02,
2011-11-03,
2011-11-04,
2011-11-05,
2011-11-06,
2011-11-07,
2011-11-08,
2011-11-09,
2011-11-10,
2011-11-11,
2011-11-12,
2011-11-13,
2011-11-14,
2011-11-15,
2011-11-16,
2011-11-17,
2011-11-18,
2011-11-19,
2011-11-20,
2011-11-21,
2011-11-22,
2011-11-23,
2011-11-24,
2011-11-25,
2011-11-26,
2011-11-27,
2011-11-28,
2011-11-29,
2011-11-30,
2011-12-01,
2011-12-02,
2011-12-03,
2011-12-04,
2011-12-05,
2011-12-06,
2011-12-07,
2011-12-08,
2011-12-09,
2011-12-10,
2011-12-11,
2011-12-12,
2011-12-13,
2011-12-14,
2011-12-15,
2011-12-16,
2011-12-17,
2011-12-18,
2011-12-19,
2011-12-20,
2011-12-21,
2011-12-22,
2011-12-23,
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,
2011-12-28,
2011-12-29,
2011-12-30,
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,
2012-01-04,
2012-01-05,
2012-01-06,
2012-01-07,
2012-01-08,
2012-01-09,
2012-01-10,
2012-01-11,
2012-01-12,
2012-01-13,
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,
2012-01-18,
2012-01-19,
2012-01-20,
2012-01-21,
2012-01-22,
2012-01-23,
2012-01-24,
2012-01-25,
2012-01-26,
2012-01-27,
2012-01-28,
2012-01-29,
2012-01-30,
2012-01-31,
2012-02-01,
2012-02-02,
2012-02-03,
2012-02-04,
2012-02-05,
2012-02-06,
2012-02-07,
2012-02-08,
2012-02-09,
2012-02-10,
2012-02-11,
2012-02-12,
2012-02-13,
2012-02-14,
2012-02-15,
2012-02-16,
2012-02-17,
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,
2012-02-22,
2012-02-23,
2012-02-24,
2012-02-25,
2012-02-26,
2012-02-27,
2012-02-28,
2012-02-29,
2012-03-01,
2012-03-02,
2012-03-03,
2012-03-04,
2012-03-05,
2012-03-06,
2012-03-07,
2012-03-08,
2012-03-09,
2012-03-10,
2012-03-11,
2012-03-12,
2012-03-13,
2012-03-14,
2012-03-15,
2012-03-16,
2012-03-17,
2012-03-18,
2012-03-19,
2012-03-20,
2012-03-21,
2012-03-22,
2012-03-23,
2012-03-24,
2012-03-25,
2012-03-26,
2012-03-27,
2012-03-28,
2012-03-29,
2012-03-30,
2012-03-31,
2012-04-01,
2012-04-02,
2012-04-03,
2012-04-04,
2012-04-05,
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,
2012-04-10,
2012-04-11,
2012-04-12,
2012-04-13,
2012-04-14,
2012-04-15,
2012-04-16,
2012-04-17,
2012-04-18,
2012-04-19,
2012-04-20,
2012-04-21,
2012-04-22,
2012-04-23,
2012-04-24,
2012-04-25,
2012-04-26,
2012-04-27,
2012-04-28,
2012-04-29,
2012-04-30,
2012-05-01,
2012-05-02,
2012-05-03,
2012-05-04,
2012-05-05,
2012-05-06,
2012-05-07,
2012-05-08,
2012-05-09,
2012-05-10,
2012-05-11,
2012-05-12,
2012-05-13,
2012-05-14,
2012-05-15,
2012-05-16,
2012-05-17,
2012-05-18,
2012-05-19,
2012-05-20,
2012-05-21,
2012-05-22,
2012-05-23,
2012-05-24,
2012-05-25,
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,
2012-05-30,
2012-05-31,
2012-06-01,
2012-06-02,
2012-06-03,
2012-06-04,
2012-06-05,
2012-06-06,
2012-06-07,
2012-06-08,
2012-06-09,
2012-06-10,
2012-06-11,
2012-06-12,
2012-06-13,
2012-06-14,
2012-06-15,
2012-06-16,
2012-06-17,
2012-06-18,
2012-06-19,
2012-06-20,
2012-06-21,
2012-06-22,
2012-06-23,
2012-06-24,
2012-06-25,
2012-06-26,
2012-06-27,
2012-06-28,
2012-06-29,
2012-06-30,
2012-07-01,
2012-07-02,
2012-07-03,
2012-07-04,
2012-07-05,
2012-07-06,
2012-07-07,
2012-07-08,
2012-07-09,
2012-07-10,
2012-07-11,
2012-07-12,
2012-07-13,
2012-07-14,
2012-07-15,
2012-07-16,
2012-07-17,http://download.terna.it/terna/0000/0575/88.xls
2012-07-18,http://download.terna.it/terna/0000/0575/90.xls
2012-07-19,http://download.terna.it/terna/0000/0575/93.xls
2012-07-20,http://download.terna.it/terna/0000/0575/94.xls
2012-07-21,http://download.terna.it/terna/0000/0575/97.xls
2012-07-22,http://download.terna.it/terna/0000/0575/99.xls
2012-07-23,http://download.terna.it/terna/0000/0576/01.xls
2012-07-24,http://download.terna.it/terna/0000/0576/02.xls
2012-07-25,http://download.terna.it/terna/0000/0576/04.xls
2012-07-26,http://download.terna.it/terna/0000/0576/07.xls
2012-07-27,http://download.terna.it/terna/0000/0576/09.xls
2012-07-28,http://download.terna.it/terna/0000/0576/10.xls
2012-07-29,http://download.terna.it/terna/0000/0576/12.xls
2012-07-30,http://download.terna.it/terna/0000/0576/15.xls
2012-07-31,http://download.terna.it/terna/0000/0576/17.xls
2012-08-01,http://download.terna.it/terna/0000/0576/19.xls
2012-08-02,http://download.terna.it/terna/0000/0576/21.xls
2012-08-03,http://download.terna.it/terna/0000/0576/22.xls
2012-08-04,http://download.terna.it/terna/0000/0576/24.xls
2012-08-05,http://download.terna.it/terna/0000/0576/27.xls
2012-08-06,http://download.terna.it/terna/0000/0576/29.xls
2012-08-07,http://download.terna.it/terna/0000/0576/31.xls
2012-08-08,http://download.terna.it/terna/0000/0576/33.xls
2012-08-09,http://download.terna.it/terna/0000/0576/34.xls
2012-08-10,http://download.terna.it/terna/0000/0576/36.xls
2012-08-11,http://download.terna.it/terna/0000/0576/38.xls
2012-08-12,http://download.terna.it/terna/0000/0576/40.xls
2012-08-13,http://download.terna.it/terna/0000/0576/41.xls
2012-08-14,http://download.terna.it/terna/0000/0576/43.xls
2012-08-15,http://download.terna.it/terna/0000/0576/46.xls
2012-08-16,http://download.terna.it/terna/0000/0576/48.xls
2012-08-17,http://download.terna.it/terna/0000/0576/50.xls
2012-08-18,http://download.terna.it/terna/0000/0576/51.xls
2012-08-19,http://download.terna.it/terna/0000/0576/53.xls
2012-08-20,http://download.terna.it/terna/0000/0576/55.xls
2012-08-21,http://download.terna.it/terna/0000/0576/57.xls
2012-08-22,http://download.terna.it/terna/0000/0576/59.xls
2012-08-23,http://download.terna.it/terna/0000/0576/62.xls
2012-08-24,http://download.terna.it/terna/0000/0576/63.xls
2012-08-25,http://download.terna.it/terna/0000/0576/65.xls
2012-08-26,http://download.terna.it/terna/0000/0576/67.xls
2012-08-27,http://download.terna.it/terna/0000/0576/69.xls
2012-08-28,http://download.terna.it/terna/0000/0576/72.xls
2012-08-29,http://download.terna.it/terna/0000/0576/73.xls
2012-08-30,http://download.terna.it/terna/0000/0576/75.xls
2012-08-31,http://download.terna.it/terna/0000/0576/78.xls
2012-09-01,http://download.terna.it/terna/0000/0576/79.xls
2012-09-02,http://download.terna.it/terna/0000/0576/82.xls
2012-09-03,http://download.terna.it/terna/0000/0576/84.xls
2012-09-04,http://download.terna.it/terna/0000/0576/85.xls
2012-09-05,http://download.terna.it/terna/0000/0576/87.xls
2012-09-06,http://download.terna.it/terna/0000/0576/90.xls
2012-09-07,http://download.terna.it/terna/0000/0576/92.xls
2012-09-08,http://download.terna.it/terna/0000/0576/94.xls
2012-09-09,http://download.terna.it/terna/0000/0576/96.xls
2012-09-10,http://download.terna.it/terna/0000/0576/98.xls
2012-09-11,http://download.terna.it/terna/0000/0576/99.xls
2012-09-12,http://download.terna.it/terna/0000/0577/01.xls
2012-09-13,http://download.terna.it/terna/0000/0577/03.xls
2012-09-14,http://download.terna.it/terna/0000/0577/06.xls
2012-09-15,http://download.terna.it/terna/0000/0577/08.xls
2012-09-16,http://download.terna.it/terna/0000/0577/09.xls
2012-09-17,http://download.terna.it/terna/0000/0577/11.xls
2012-09-18,http://download.terna.it/terna/0000/0577/13.xls
2012-09-19,http://download.terna.it/terna/0000/0577/16.xls
2012-09-20,http://download.terna.it/terna/0000/0577/18.xls
2012-09-21,http://download.terna.it/terna/0000/0577/19.xls
2012-09-22,http://download.terna.it/terna/0000/0577/21.xls
2012-09-23,http://download.terna.it/terna/0000/0577/23.xls
2012-09-24,http://download.terna.it/terna/0000/0577/26.xls
2012-09-25,http://download.terna.it/terna/0000/0577/27.xls
2012-09-26,http://download.terna.it/terna/0000/0577/30.xls
2012-09-27,http://download.terna.it/terna/0000/0577/32.xls
2012-09-28,http://download.terna.it/terna/0000/0577/33.xls
2012-09-29,http://download.terna.it/terna/0000/0577/35.xls
2012-09-30,http://download.terna.it/terna/0000/0577/38.xls
2012-10-01,http://download.terna.it/terna/0000/0577/39.xls
2012-10-02,http://download.terna.it/terna/0000/0577/41.xls
2012-10-03,http://download.terna.it/terna/0000/0577/44.xls
